aargang;geografi;geografi.1;kjoenn;aldersgrupper;sysselsatte;andeler;befolkning
2024;1406;Munkerud;Kvinne;Alder i alt;2441;73.3;3331
2024;1501;Holmlia Syd;Begge kjønn;Alder i alt;2649;58.9;4496
2024;1501;Holmlia Syd;Mann;Alder i alt;1335;61.4;2175
2024;1501;Holmlia Syd;Kvinne;Alder i alt;1314;56.6;2321
2024;1502;Holmlia Nord;Begge kjønn;Alder i alt;2733;62.9;4346
2024;1502;Holmlia Nord;Mann;Alder i alt;1295;64.2;2017
2024;1502;Holmlia Nord;Kvinne;Alder i alt;1438;61.7;2329
2024;1503;Prinsdal;Begge kjønn;Alder i alt;2742;59.7;4596
2024;1503;Prinsdal;Mann;Alder i alt;1534;62.6;2452
2024;1503;Prinsdal;Kvinne;Alder i alt;1208;56.3;2144
2024;1504;Bjørnerud;Begge kjønn;Alder i alt;3021;57.1;5290
2024;1504;Bjørnerud;Mann;Alder i alt;1575;60.6;2598
2024;1504;Bjørnerud;Kvinne;Alder i alt;1446;53.7;2692
2024;1505;Mortensrud;Begge kjønn;Alder i alt;2650;64.1;4132
2024;1505;Mortensrud;Mann;Alder i alt;1429;67.0;2134
2024;1505;Mortensrud;Kvinne;Alder i alt;1221;61.1;1998
2024;1506;Bjørndal;Begge kjønn;Alder i alt;4023;57.5;6992
2024;1506;Bjørndal;Mann;Alder i alt;2163;61.3;3526
2024;1506;Bjørndal;Kvinne;Alder i alt;1860;53.7;3466
2024;1601;Sentrum;Begge kjønn;Alder i alt;1082;73.5;1472
2024;1601;Sentrum;Mann;Alder i alt;628;74.2;846
2024;1601;Sentrum;Kvinne;Alder i alt;454;72.5;626
2024;1701;Marka;Begge kjønn;Alder i alt;914;69.1;1323
2024;1701;Marka;Mann;Alder i alt;487;72.5;672
2024;1701;Marka;Kvinne;Alder i alt;427;65.6;651
2024;9999;Uten registrert adresse;Begge kjønn;Alder i alt;399;24.4;1632
2024;9999;Uten registrert adresse;Mann;Alder i alt;286;25.2;1136
2024;9999;Uten registrert adresse;Kvinne;Alder i alt;113;22.8;496
